RecID,InstAbbr,InstName,InstPlace,InstLand,NumberEntry,NameArchiveSet,ArchivePart,Specification,LogbookIdent,LogbookLanguage,EnteredBy,DASnumber,ImageNumber,VoyageFrom,VoyageTo,ShipName,ShipType,Company,OtherShipInformation,Nationality,Name1,Rank1,Name2,Rank2,Name3,Rank3,ZeroMeridian,StartDay,TimeGen,ObsGen,ReferenceCourse,ReferenceWindDirection,DistUnits,DistToLandmarkUnits,DistTravelledUnits,LongitudeUnits,VoyageIni,UnitsOfMeasurement,Calendar,Year,Month,Day,DayOfTheWeek,PartDay,TimeOB,Watch,Glasses,UTC,CMG,ShipSpeed,Distance,drLatDeg,drLatMin,drLatSec,drLatHem,drLongDeg,drLongMin,drLongSec,drLongHem,LatDeg,LatMin,LatSec,LatHem,LongDeg,LongMin,LongSec,LongHem,Lat3,Lon3,LatInd,LonInd,PosCoastal,EncName,EncNat,EncRem,Anchored,AnchorPlace,LMname1,LMdirection1,LMdistance1,LMname2,LMdirection2,LMdistance2,LMname3,LMdirection3,LMdistance3,EstError,ApplError,WindDirection,AllWindDirections,WindForce,WindForceScale,AllWindForces,WindScale,Weather,ShapeClouds,DirClouds,Clearness,PrecipitationDescriptor,CloudFrac,Gusts,Rain,Fog,Snow,Thunder,Hail,SeaIce,Duplicate,Release,SSTReading,SSTReadingUnits,StateSea,CurrentDir,CurrentSpeed,TairReading,AirThermReadingUnits,ProbTair,BaroReading,AirPressureReadingUnits,BarometerType,BarTempReading,BarTempReadingUnits,HumReading,HumidityUnits,HumidityMethod,PumpWater,WaterAtThePumpUnits,LifeOnBoard,LifeOnBoardMemo,Cargo,CargoMemo,ShipAndRig,ShipAndRigMemo,Biology,BiologyMemo,WarsAndFights,WarsAndFightsMemo,Illustrations,TrivialCorrection,OtherRem
14960,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Madeira,Rio de Janeiro,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17680919,standard,2,1768,11,10,Thursday,,12,,NA,1768111015,E1/4S,NA,17,21,30,0,S,37,43,0,W,NA,NA,NA,,NA,NA,NA,,-21.5,-37.7167,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,SbE,SSE. SEbS. SbE,moderate breezes,NA,moderate breezes,,,,,hazy upon land,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14961,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Madeira,Rio de Janeiro,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17680919,standard,2,1768,11,11,Friday,,12,,NA,1768111115,S5W,NA,67,23,37,0,S,37,49,0,W,NA,NA,NA,,NA,NA,NA,,-23.6167,-37.8167,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,E,SE-E,moderate,NA,"first and latter parts moderate, middle fresh breezes",,,,,"first and latter fair, but cloudy and hazy over la",,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14962,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Madeira,Rio de Janeiro,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17680919,standard,2,1768,11,12,Saturday,,12,,NA,1768111212,S60:30W,NA,59,23,6,0,S,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,-23.1,NA,1,6,0,,,,0,,Cape Frio,N60E,4,,,NA,,,NA,,,ENE,NE. ENE,gentle breezes,NA,gentle breezes,,,,,fine clear weather,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14963,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1768,12,8,Thursday,,12,,NA,1768120815,S7:30W,NA,85,24,17,0,S,42,29,0,W,NA,NA,NA,,NA,NA,NA,,-24.2833,-42.4833,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,NbE,ENE. NE. NbE,little wind,NA,"fore and middle moderate breezes, remiander little winds and clear",,,,,cloudy,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14964,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1768,12,9,Friday,,12,,NA,1768120915,S22E,NA,32,24,46,0,S,42,16,0,W,NA,NA,NA,,NA,NA,NA,,-24.7667,-42.2667,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,SSW,N. NE. SSW,gentle light breezes,NA,gentle light breezes,,,,,fine clear weather,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14965,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1768,12,10,Saturday,,12,,NA,1768121015,SE1/2E,NA,75,25,34,0,S,41,12,0,W,NA,NA,NA,,NA,NA,NA,,-25.5667,-41.2,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,S,S,moderate breezes,NA,moderate breezes,,,,,,some flying showers,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14966,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1768,12,11,Sunday,,12,,NA,1768121115,S20E,NA,9,25,43,0,S,41,8,0,W,NA,NA,NA,,NA,NA,NA,,-25.7167,-41.1333,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,S,S,little wind,NA,little wind,,,,,clear,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14967,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1768,12,12,Monday,,12,,NA,1768121215,SSW,NA,34,26,12,0,S,41,23,0,W,NA,NA,NA,,NA,NA,NA,,-26.2,-41.3833,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,variable,variable,gentle breezes,NA,first part light airs remainder gentle breezes,,,,,clear,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14968,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1768,12,13,Tuesday,,12,,NA,1768121315,S19:40W,NA,113,28,0,0,S,42,6,0,W,NA,NA,NA,,NA,NA,NA,,-28,-42.1,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,NNE,NE. NNE,steady gales,NA,"first part gentle breezes, remainder steady gales",,,,,"first part clear, remainder a little hazy",,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14969,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1768,12,14,Wednesday,,12,,NA,1768121415,S16E,NA,87,29,24,0,S,41,55,0,W,NA,NA,NA,,NA,NA,NA,,-29.4,-41.9167,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,SbW,NE. E. SbW,fresh breezes,NA,"first and latter parts fresh breezes, middle little wind",,thunder and lightning,,,cloudy,rain,NA,0,0,0,0,1,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14970,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1768,12,15,Thursday,,12,,NA,1768121515,S14:15E,NA,45,30,8,0,S,41,39,0,W,NA,NA,NA,,NA,NA,NA,,-30.1333,-41.65,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,ESE,SWbS. S. ESE,little wind,NA,"first part fresh gales, remainder little winds",,,,,"first part cloudy, remainder clear",,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,large swell from the SW,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14971,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1768,12,16,Friday,,12,,NA,1768121615,S32W,NA,86,31,21,0,S,42,32,0,W,NA,NA,NA,,NA,NA,NA,,-31.35,-42.5333,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,NW,ENE. NE. NW,gentle breezes,NA,gentle breezes,,,,,clear,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14972,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1768,12,17,Saturday,,12,,NA,1768121715,S14W,NA,56,32,15,0,S,42,48,0,W,NA,NA,NA,,NA,NA,NA,,-32.25,-42.8,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,SSE,variable from NW SW-SSE,gentle breezes of wind,NA,latter gentle breezes of wind,,,,,"hazy for fore and mid part, latter clear",frequent showers of rain,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14973,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1768,12,18,Sunday,,12,,NA,1768121815,S51W,NA,43,32,42,0,S,43,27,0,W,NA,NA,NA,,NA,NA,NA,,-32.7,-43.45,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,NE,SE-NE,fresh breezes,NA,"first part light winds, remainder fresh breezes",,,,,clear,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14974,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1768,12,19,Monday,,12,,NA,1768121915,SW,NA,116,34,4,0,S,46,6,0,W,NA,NA,NA,,NA,NA,NA,,-34.0667,-46.1,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,N,N,steady fresh breezes,NA,steady fresh breezes,,,,,fair,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14975,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1768,12,20,Tuesday,,12,,NA,1768122015,SW1/4W,NA,160,36,2,0,S,47,14,0,W,NA,NA,NA,,NA,NA,NA,,-36.0333,-47.2333,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,N,N,fresh breezes,NA,fresh breezes,,,,,hazy,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14976,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1768,12,21,Wednesday,,12,,NA,1768122115,S42:45W,NA,90,37,8,0,S,48,30,0,W,NA,NA,NA,,NA,NA,NA,,-37.1333,-48.5,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,variable,variable,variable,NA,variable,,,,,variable,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,black sheer waters,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14977,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1768,12,22,Thursday,,12,,NA,1768122215,W,NA,40,37,8,0,S,49,1,0,W,NA,NA,NA,,NA,NA,NA,,-37.1333,-49.0167,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,S,S,little wind,NA,little wind,,,,,,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14978,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1768,12,23,Friday,,12,,NA,1768122315,N48W,NA,33,36,46,0,S,49,32,0,W,NA,NA,NA,,NA,NA,NA,,-36.7667,-49.5333,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,S,S,light airs,NA,light airs,,,,,clear,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14979,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1768,12,24,Saturday,,12,,NA,1768122415,S50W,NA,39,37,11,0,S,50,32,0,W,NA,NA,NA,,NA,NA,NA,,-37.1833,-50.5333,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,NE,calm. NE,gentle breezes,NA,"first part calm, remainder gentle breezes",,,,,fine clear weather,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14980,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1768,12,25,Sunday,,12,,NA,1768122515,S50W,NA,116,38,37,0,S,52,5,0,W,NA,NA,NA,,NA,NA,NA,,-38.6167,-52.0833,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,N,NEbN-N,fresh breezes,NA,fresh breezes,,,,,clear,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14981,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1768,12,26,Monday,,12,,NA,1768122616,SW,NA,158,40,19,0,S,54,30,0,W,NA,NA,NA,,NA,NA,NA,,-40.3167,-54.5,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,N,N,fresh breezes,NA,fresh breezes,,,,,cloudy,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14982,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1768,12,27,Tuesday,,12,,NA,1768122716,S50W,NA,123,41,38,0,S,56,15,0,W,NA,NA,NA,,NA,NA,NA,,-41.6333,-56.25,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,N,N,fresh breezes,NA,fresh breezes with squalls,,,,,hazy,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14983,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1768,12,28,Wednesday,,12,,NA,1768122816,,NA,NA,40,49,0,S,58,29,0,W,NA,NA,NA,,NA,NA,NA,,-40.8167,-58.4833,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,S,SE-S,,NA,first part strong gales,,,,,cloudy,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14984,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1768,12,29,Thursday,,12,,NA,1768122916,S46:30W,NA,81,41,45,0,S,59,37,0,W,NA,NA,NA,,NA,NA,NA,,-41.75,-59.6167,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,NE,NE,fresh breezes,NA,"first part moderate breezes, remainder fresh breezes",,,,,first part cloudy,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14985,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1768,12,30,Friday,,12,,NA,1768123016,S30W,NA,54,42,32,0,S,60,15,0,W,NA,NA,NA,,NA,NA,NA,,-42.5333,-60.25,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,variable,variable,little wind,NA,little wind sometimes calm,,,,,"first part clear, remainder foggy and hazy",,NA,0,0,1,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14986,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1768,12,31,Saturday,,12,,NA,1768123116,S18W,NA,43,43,14,0,S,60,26,0,W,NA,NA,NA,,NA,NA,NA,,-43.2333,-60.4333,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,SE,SE,,NA,,,lightning,,,cloudy,some showers of rain,NA,0,0,0,0,1,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14987,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1769,1,1,Sunday,,12,,NA,1769010116,S36W,NA,39,43,45,0,S,61,8,0,W,NA,NA,NA,,NA,NA,NA,,-43.75,-61.1333,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,WSW,S-WSW,fresh breezes,NA,"first and latter fresh breezes, middle light airs and calm",,,,,first and latter clear,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14988,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1769,1,2,Monday,,12,,NA,1769010216,S2E,NA,92,45,17,0,S,61,8,0,W,NA,NA,NA,,NA,NA,NA,,-45.2833,-61.1333,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,W,W,steady fresh breezes,NA,"first part gentle gales, middle squally, towards noon steady fresh breezes",,lightning,,,clear,rain and some showers of large hail stones,NA,0,0,0,0,1,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14989,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1769,1,3,Tuesday,,12,,NA,1769010316,S11!,NA,122,47,17,0,S,61,30,0,W,NA,NA,NA,,NA,NA,NA,,-47.2833,-61.5,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,S,W. S,fresh gales,NA,fresh gales,,,,,clear,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14990,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1769,1,4,Wednesday,,12,,NA,1769010416,S20E,NA,76,48,28,0,S,60,51,0,W,NA,NA,NA,,NA,NA,NA,,-48.4667,-60.85,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,SWbS,WNW-SWbS,fresh gales,NA,"first part gentle breezes, latter fresh gales with heavy squalls of wind",,,,,first part clear,heavy squalls of rain,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14991,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1769,1,5,Thursday,,12,,NA,1769010516,S28W,NA,92,49,49,0,S,61,57,0,W,NA,NA,NA,,NA,NA,NA,,-49.8167,-61.95,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,NNE,SW. NW. NNE,fresh gales,NA,"fore part fresh gales, middle light airs, remainder fresh gales",,,,,"first clear, remainder little hazy",,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14992,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1769,1,6,Friday,,12,,NA,1769010616,S8:45W,NA,92,51,20,0,S,62,19,0,W,NA,NA,NA,,NA,NA,NA,,-51.3333,-62.3167,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,S,W. S,fresh gales,NA,fresh gales and squalls,,,,,air sharp and cold,frequent showers of rain,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
